hospital_id,city,symptom,predicted_disease,specialization,consultation_fee,estimated_meds_cost,total_estimated_cost,wait_time_mins,hospital_rating,doctor_exp_years,languages,distance_km,insurance_accepted,match_score
HOSP_0514,Mumbai,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,500,738,1238,74,4.4,21,"English, Kannada",20.2,0,96
HOSP_0515,Bangalore,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,250,426,676,54,4.3,15,"English, Kannada",24.9,1,94
HOSP_0516,Hyderabad,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,1000,3187,4187,69,4.9,23,"English, Telugu",22.7,0,60
HOSP_0517,Kadapa,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,300,1218,1518,44,4.9,20,"English, Hindi",16.6,1,86
HOSP_0518,Chennai,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,250,3459,3709,61,3.5,12,"English, Telugu",1.6,1,86
HOSP_0519,Hyderabad,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,800,2880,3680,54,4.4,15,"English, Hindi",3.8,1,87
HOSP_0520,Chennai,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,200,2285,2485,39,4.0,11,"English, Tamil",7.5,1,70
HOSP_0521,Bangalore,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,800,1678,2478,38,3.5,19,"English, Kannada",10.5,1,60
HOSP_0522,Delhi,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,800,807,1607,30,4.4,21,"English, Tamil",15.5,1,68
HOSP_0523,Mumbai,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,300,780,1080,48,3.8,10,"English, Telugu",8.0,1,65
HOSP_0524,Mumbai,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,1000,2187,3187,62,3.8,12,"English, Telugu",13.2,1,83
HOSP_0525,Hyderabad,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,200,778,978,29,4.1,10,"English, Hindi",8.1,1,76
HOSP_0526,Delhi,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,500,1392,1892,19,4.3,20,"English, Telugu",20.5,1,69
HOSP_0527,Kadapa,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,200,1331,1531,81,3.6,16,"English, Hindi",3.9,1,96
HOSP_0528,Mumbai,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,800,1487,2287,27,4.5,12,"English, Kannada",19.1,1,61
HOSP_0529,Kadapa,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,800,1474,2274,43,4.0,21,"English, Hindi, Telugu",19.3,1,79
HOSP_0530,Kadapa,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,200,792,992,16,4.9,28,"English, Kannada",5.6,1,94
HOSP_0531,Bangalore,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,1000,3199,4199,78,4.5,24,"English, Tamil",0.7,1,75
HOSP_0532,Chennai,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,200,1815,2015,69,4.6,16,"English, Hindi",16.6,1,89
HOSP_0533,Delhi,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,200,1467,1667,65,3.9,18,"English, Kannada",12.4,1,72
HOSP_0534,Mumbai,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,250,2895,3145,39,4.9,20,"English, Hindi, Telugu",8.5,1,83
HOSP_0535,Mumbai,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,300,3241,3541,42,4.7,8,"English, Hindi, Telugu",3.9,0,80
HOSP_0536,Bangalore,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,500,3483,3983,73,4.7,15,"English, Hindi",15.1,1,63
HOSP_0537,Bangalore,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,300,2584,2884,21,4.6,29,"English, Kannada",5.3,0,92
HOSP_0538,Kadapa,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,500,2512,3012,73,4.4,5,"English, Hindi, Telugu",24.5,0,94
HOSP_0539,Vijayawada,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,800,1640,2440,45,3.7,26,"English, Kannada",3.3,1,73
HOSP_0540,Kadapa,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,1000,3398,4398,29,4.8,25,"English, Tamil",15.9,0,93
HOSP_0541,Vijayawada,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,500,1052,1552,27,5.0,17,"English, Kannada",13.4,1,77
HOSP_0542,Kadapa,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,800,1220,2020,52,3.6,29,"English, Telugu",2.3,1,89
HOSP_0543,Chennai,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,800,1056,1856,36,3.8,18,"English, Telugu",16.4,1,76
HOSP_0544,Kadapa,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,250,896,1146,53,4.0,8,"English, Hindi",24.9,1,79
HOSP_0545,Delhi,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,800,1811,2611,87,4.1,27,"English, Telugu",0.5,0,81
HOSP_0546,Kadapa,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,800,1745,2545,32,4.6,3,"English, Hindi",3.4,1,77
HOSP_0547,Bangalore,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,300,1867,2167,47,4.6,11,"English, Kannada",23.0,1,93
HOSP_0548,Mumbai,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,200,2360,2560,70,4.7,15,"English, Hindi",11.4,1,76
HOSP_0549,Kadapa,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,1000,798,1798,44,4.7,28,"English, Kannada",24.7,1,66
HOSP_0550,Delhi,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,500,2841,3341,63,4.8,13,"English, Hindi, Telugu",17.8,1,71
HOSP_0551,Bangalore,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,300,3499,3799,34,4.7,8,"English, Hindi",23.8,1,66
HOSP_0552,Vijayawada,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,200,1250,1450,74,4.1,24,"English, Tamil",22.7,1,93
HOSP_0553,Kadapa,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,1000,2459,3459,32,3.9,19,"English, Hindi",21.2,0,62
HOSP_0554,Delhi,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,500,1805,2305,49,4.6,3,"English, Kannada",21.7,1,60
HOSP_0555,Delhi,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,300,3136,3436,67,3.7,29,"English, Hindi, Telugu",12.3,1,87
HOSP_0556,Chennai,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,250,2027,2277,57,3.5,29,"English, Kannada",15.3,1,93
HOSP_0557,Chennai,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,1000,2937,3937,30,3.7,21,"English, Telugu",4.6,1,96
HOSP_0558,Vijayawada,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,1000,3147,4147,15,3.7,23,"English, Telugu",2.6,1,92
HOSP_0559,Hyderabad,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,500,326,826,40,4.6,6,"English, Hindi, Telugu",21.4,1,64
HOSP_0560,Mumbai,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,250,1147,1397,52,4.1,16,"English, Hindi, Telugu",8.9,1,82
HOSP_0561,Mumbai,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,200,2516,2716,55,4.9,5,"English, Telugu",15.8,0,66
HOSP_0562,Delhi,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,800,2617,3417,66,4.5,9,"English, Telugu",4.1,1,95
HOSP_0563,Vijayawada,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,500,3468,3968,88,5.0,17,"English, Telugu",14.3,0,75
HOSP_0564,Kadapa,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,1000,966,1966,42,3.8,16,"English, Tamil",20.1,1,95
HOSP_0565,Kadapa,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,800,2791,3591,36,3.6,28,"English, Hindi",21.4,1,97
HOSP_0566,Hyderabad,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,1000,3491,4491,31,3.8,27,"English, Telugu",10.2,1,83
HOSP_0567,Chennai,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,200,1596,1796,64,4.9,10,"English, Telugu",18.7,1,88
HOSP_0568,Hyderabad,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,200,2621,2821,56,3.7,7,"English, Hindi, Telugu",8.5,1,88
HOSP_0569,Mumbai,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,300,1727,2027,61,4.8,11,"English, Hindi, Telugu",6.8,1,96
HOSP_0570,Mumbai,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,500,2885,3385,40,4.0,19,"English, Telugu",20.8,1,92
HOSP_0571,Bangalore,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,200,2327,2527,47,4.1,26,"English, Tamil",11.1,0,94
HOSP_0572,Chennai,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,800,2098,2898,60,4.6,18,"English, Hindi, Telugu",18.7,1,84
HOSP_0573,Vijayawada,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,250,786,1036,20,4.5,18,"English, Hindi",5.9,1,73
HOSP_0574,Mumbai,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,200,600,800,77,3.7,6,"English, Hindi, Telugu",10.2,1,89
HOSP_0575,Chennai,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,250,855,1105,47,4.6,26,"English, Telugu",16.8,1,95
HOSP_0576,Mumbai,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,200,2434,2634,37,4.1,18,"English, Kannada",18.6,0,62
HOSP_0577,Mumbai,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,500,377,877,30,4.0,14,"English, Hindi, Telugu",13.1,1,95
HOSP_0578,Chennai,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,500,422,922,65,3.8,18,"English, Tamil",8.8,0,96
HOSP_0579,Hyderabad,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,300,442,742,78,4.7,7,"English, Hindi, Telugu",13.6,1,88
HOSP_0580,Mumbai,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,800,3187,3987,35,4.8,8,"English, Telugu",16.8,1,73
HOSP_0581,Chennai,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,1000,663,1663,48,3.6,28,"English, Hindi",3.5,1,60
HOSP_0582,Kadapa,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,500,3285,3785,27,4.6,23,"English, Hindi",24.3,1,61
HOSP_0583,Delhi,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,250,1165,1415,20,3.8,21,"English, Tamil",15.8,1,68
HOSP_0584,Mumbai,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,300,2983,3283,67,4.6,23,"English, Kannada",6.8,1,71
HOSP_0585,Vijayawada,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,1000,2077,3077,35,3.7,9,"English, Kannada",23.1,1,60
HOSP_0586,Vijayawada,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,1000,1569,2569,75,4.2,14,"English, Telugu",23.1,1,76
HOSP_0587,Mumbai,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,1000,1219,2219,65,3.6,10,"English, Hindi, Telugu",13.2,1,98
HOSP_0588,Bangalore,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,250,3079,3329,71,4.2,14,"English, Telugu",5.3,1,91
HOSP_0589,Mumbai,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,200,1142,1342,37,3.6,22,"English, Hindi, Telugu",18.1,1,92
HOSP_0590,Mumbai,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,250,3034,3284,47,4.1,22,"English, Tamil",21.6,1,77
HOSP_0591,Vijayawada,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,500,608,1108,24,4.1,19,"English, Tamil",21.8,1,92
HOSP_0592,Delhi,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,500,3413,3913,33,4.5,21,"English, Telugu",19.1,1,60
HOSP_0593,Mumbai,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,800,1316,2116,22,3.8,18,"English, Hindi, Telugu",4.5,1,78
HOSP_0594,Bangalore,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,250,2963,3213,72,4.3,14,"English, Telugu",0.9,0,72
HOSP_0595,Vijayawada,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,500,1581,2081,21,4.9,26,"English, Kannada",3.6,1,68
HOSP_0596,Hyderabad,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,800,3192,3992,55,3.7,20,"English, Telugu",12.2,1,87
HOSP_0597,Kadapa,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,500,2176,2676,84,4.2,13,"English, Kannada",15.6,1,88
HOSP_0598,Hyderabad,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,800,1308,2108,54,3.8,29,"English, Hindi, Telugu",24.7,0,90
HOSP_0599,Mumbai,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,200,2647,2847,26,4.1,18,"English, Hindi",2.6,1,87
HOSP_0600,Hyderabad,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,250,1177,1427,72,4.0,12,"English, Kannada",15.9,1,67
HOSP_0601,Bangalore,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,250,2006,2256,29,4.6,7,"English, Hindi, Telugu",10.0,1,71
HOSP_0602,Kadapa,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,250,1147,1397,50,5.0,14,"English, Telugu",20.1,1,77
HOSP_0603,Bangalore,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,1000,3434,4434,18,4.2,15,"English, Telugu",18.7,1,71
HOSP_0604,Hyderabad,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,250,3093,3343,15,3.8,28,"English, Hindi",10.3,1,94
HOSP_0605,Vijayawada,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,250,860,1110,76,4.5,24,"English, Kannada",17.7,1,66
HOSP_0606,Delhi,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,1000,1290,2290,45,4.6,18,"English, Tamil",13.1,0,85
HOSP_0607,Kadapa,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,800,3258,4058,41,4.2,14,"English, Kannada",19.0,1,71
HOSP_0608,Chennai,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,500,3455,3955,37,5.0,7,"English, Hindi, Telugu",7.6,1,72
HOSP_0609,Vijayawada,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,800,2553,3353,76,4.3,22,"English, Kannada",24.3,1,63
HOSP_0610,Mumbai,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,250,2672,2922,69,5.0,12,"English, Hindi",4.9,0,69
HOSP_0611,Vijayawada,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,300,1767,2067,65,4.3,3,"English, Kannada",24.1,1,89
HOSP_0612,Delhi,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,200,1468,1668,83,3.5,22,"English, Hindi, Telugu",23.4,1,78
HOSP_0613,Mumbai,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,200,2169,2369,76,4.1,19,"English, Kannada",12.2,1,65
HOSP_0614,Delhi,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,250,2566,2816,35,4.9,18,"English, Kannada",11.6,1,87
HOSP_0615,Hyderabad,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,250,2266,2516,84,4.9,21,"English, Hindi",25.0,1,80
HOSP_0616,Delhi,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,300,1476,1776,69,3.6,14,"English, Hindi, Telugu",21.8,1,82
HOSP_0617,Hyderabad,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,800,1820,2620,87,3.5,4,"English, Tamil",23.7,1,79
HOSP_0618,Delhi,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,300,3290,3590,16,4.2,6,"English, Tamil",18.5,0,66
HOSP_0619,Kadapa,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,500,2771,3271,59,3.6,27,"English, Hindi, Telugu",1.9,0,88
HOSP_0620,Chennai,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,300,1987,2287,28,3.9,12,"English, Hindi",16.9,1,89
HOSP_0621,Bangalore,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,200,940,1140,46,4.1,17,"English, Kannada",12.4,1,81
HOSP_0622,Bangalore,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,800,1399,2199,34,3.9,19,"English, Hindi, Telugu",12.9,1,91
HOSP_0623,Vijayawada,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,250,2203,2453,60,3.6,20,"English, Tamil",3.9,1,67
HOSP_0624,Kadapa,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,500,1725,2225,52,3.9,11,"English, Tamil",18.1,1,94
HOSP_0625,Hyderabad,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,1000,2505,3505,18,4.8,27,"English, Kannada",8.4,1,81
HOSP_0626,Hyderabad,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,1000,367,1367,15,4.6,14,"English, Telugu",8.4,1,97
HOSP_0627,Chennai,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,250,2797,3047,88,4.3,14,"English, Telugu",19.8,1,90
HOSP_0628,Chennai,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,300,802,1102,48,3.6,8,"English, Hindi, Telugu",18.6,1,74
HOSP_0629,Hyderabad,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,250,1739,1989,81,4.9,24,"English, Telugu",3.4,1,88
HOSP_0630,Kadapa,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,800,1699,2499,80,3.7,9,"English, Hindi",7.1,1,91
HOSP_0631,Delhi,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,300,1016,1316,35,4.1,6,"English, Tamil",10.7,1,96
HOSP_0632,Kadapa,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,500,772,1272,54,3.6,16,"English, Hindi, Telugu",9.3,1,99
HOSP_0633,Bangalore,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,200,2324,2524,16,3.5,22,"English, Telugu",8.6,1,85
HOSP_0634,Kadapa,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,300,526,826,74,4.2,26,"English, Hindi, Telugu",17.5,0,71
HOSP_0635,Mumbai,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,200,3428,3628,54,4.1,15,"English, Tamil",12.1,1,70
HOSP_0636,Mumbai,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,250,1439,1689,48,4.2,13,"English, Hindi, Telugu",12.6,1,91
HOSP_0637,Delhi,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,250,2269,2519,39,4.3,9,"English, Hindi",11.6,1,82
HOSP_0638,Vijayawada,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,1000,1489,2489,16,4.8,22,"English, Hindi",11.2,1,67
HOSP_0639,Delhi,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,500,1612,2112,36,4.7,7,"English, Telugu",16.2,1,89
HOSP_0640,Kadapa,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,250,1914,2164,56,4.1,14,"English, Telugu",5.9,1,97
HOSP_0641,Mumbai,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,500,2861,3361,27,4.2,29,"English, Hindi, Telugu",16.4,0,79
HOSP_0642,Bangalore,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,1000,2840,3840,41,3.8,9,"English, Telugu",22.5,1,64
HOSP_0643,Mumbai,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,800,2234,3034,40,4.3,21,"English, Hindi",23.3,0,98
HOSP_0644,Vijayawada,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,300,1315,1615,78,4.4,13,"English, Hindi",25.0,1,92
HOSP_0645,Kadapa,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,1000,3417,4417,80,3.6,13,"English, Telugu",22.0,1,94
HOSP_0646,Kadapa,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,200,580,780,57,4.2,5,"English, Tamil",2.9,1,69
HOSP_0647,Delhi,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,250,1511,1761,75,4.9,20,"English, Kannada",10.3,0,65
HOSP_0648,Bangalore,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,250,1305,1555,75,4.6,28,"English, Kannada",1.9,1,74
HOSP_0649,Delhi,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,800,558,1358,66,4.6,15,"English, Tamil",2.4,1,97
HOSP_0650,Mumbai,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,1000,657,1657,60,4.9,10,"English, Hindi",14.0,1,80
HOSP_0651,Vijayawada,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,800,1771,2571,34,4.3,16,"English, Telugu",8.9,1,74
HOSP_0652,Mumbai,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,800,801,1601,50,3.8,24,"English, Hindi, Telugu",1.9,1,99
HOSP_0653,Vijayawada,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,500,2779,3279,52,3.8,23,"English, Hindi",13.8,1,86
HOSP_0654,Mumbai,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,800,2140,2940,57,4.8,10,"English, Hindi, Telugu",17.0,1,95
HOSP_0655,Bangalore,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,250,3181,3431,39,4.6,29,"English, Hindi",2.4,1,84
HOSP_0656,Bangalore,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,1000,936,1936,72,4.4,4,"English, Telugu",17.7,0,71
HOSP_0657,Chennai,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,500,2924,3424,79,4.0,3,"English, Hindi, Telugu",1.3,1,62
HOSP_0658,Vijayawada,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,500,2136,2636,40,4.2,26,"English, Telugu",19.1,1,75
HOSP_0659,Delhi,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,300,2273,2573,30,4.4,4,"English, Tamil",20.9,1,63
HOSP_0660,Hyderabad,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,300,2744,3044,24,3.5,4,"English, Hindi",9.2,1,98
HOSP_0661,Chennai,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,200,2508,2708,62,4.5,11,"English, Kannada",13.9,1,91
HOSP_0662,Hyderabad,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,200,2403,2603,49,4.0,24,"English, Kannada",4.0,1,78
HOSP_0663,Hyderabad,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,300,918,1218,67,4.3,6,"English, Kannada",6.3,1,75
HOSP_0664,Mumbai,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,1000,2413,3413,35,3.8,14,"English, Hindi, Telugu",1.5,1,75
HOSP_0665,Kadapa,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,300,1396,1696,63,3.7,22,"English, Tamil",17.3,1,79
HOSP_0666,Bangalore,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,200,2558,2758,30,4.2,9,"English, Kannada",8.1,1,91
HOSP_0667,Bangalore,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,200,1392,1592,59,3.9,19,"English, Hindi",12.1,0,88
HOSP_0668,Mumbai,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,1000,1220,2220,29,4.0,12,"English, Hindi, Telugu",17.2,1,98
HOSP_0669,Vijayawada,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,300,2973,3273,76,3.8,8,"English, Hindi, Telugu",14.7,0,79
HOSP_0670,Delhi,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,200,3345,3545,82,4.1,3,"English, Kannada",6.3,1,93
HOSP_0671,Hyderabad,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,1000,1904,2904,45,4.0,12,"English, Hindi",7.8,1,71
HOSP_0672,Bangalore,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,250,3044,3294,44,3.6,4,"English, Tamil",15.9,1,72
HOSP_0673,Bangalore,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,200,1965,2165,75,3.7,14,"English, Kannada",19.8,1,72
HOSP_0674,Mumbai,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,250,3159,3409,88,4.6,13,"English, Hindi",18.9,1,65
HOSP_0675,Hyderabad,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,300,2373,2673,71,4.7,23,"English, Tamil",10.1,0,71
HOSP_0676,Chennai,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,250,2870,3120,32,3.7,10,"English, Kannada",0.9,0,89
HOSP_0677,Bangalore,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,800,1191,1991,44,4.3,27,"English, Hindi",5.2,1,78
HOSP_0678,Bangalore,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,300,3074,3374,41,3.5,28,"English, Tamil",11.7,1,88
HOSP_0679,Delhi,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,200,528,728,30,4.7,28,"English, Kannada",9.1,1,64
HOSP_0680,Mumbai,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,800,2881,3681,27,3.5,13,"English, Hindi",12.5,1,89
HOSP_0681,Hyderabad,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,200,2011,2211,79,3.7,4,"English, Hindi",21.8,0,83
HOSP_0682,Bangalore,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,200,1395,1595,88,3.6,28,"English, Telugu",13.6,1,81
HOSP_0683,Kadapa,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,250,900,1150,27,4.2,12,"English, Hindi, Telugu",7.9,1,61
HOSP_0684,Hyderabad,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,250,1374,1624,72,4.1,8,"English, Tamil",2.6,0,65
HOSP_0685,Bangalore,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,300,914,1214,87,3.8,7,"English, Tamil",6.5,1,64
